decision_id,slot_id,action,tile_id,program,request_id,reason
D005260,N20270104-S040,wait,,,,no legal observable candidate can finish in its known window
D005261,N20270104-S041,wait,,,,no legal observable candidate can finish in its known window
D005262,N20270104-S042,wait,,,,no legal observable candidate can finish in its known window
D005263,N20270104-S043,wait,,,,no legal observable candidate can finish in its known window
D005264,N20270104-S044,wait,,,,no legal observable candidate can finish in its known window
D005265,N20270104-S045,wait,,,,no legal observable candidate can finish in its known window
D005266,N20270104-S046,wait,,,,no legal observable candidate can finish in its known window
D005267,N20270104-S047,wait,,,,no legal observable candidate can finish in its known window
D005268,N20270105-S001,wait,,,,no legal observable candidate can finish in its known window
D005269,N20270105-S002,wait,,,,no legal observable candidate can finish in its known window
D005270,N20270105-S003,wait,,,,no legal observable candidate can finish in its known window
D005271,N20270105-S004,wait,,,,no legal observable candidate can finish in its known window
D005272,N20270105-S005,wait,,,,no legal observable candidate can finish in its known window
D005273,N20270105-S006,wait,,,,no legal observable candidate can finish in its known window
D005274,N20270105-S007,wait,,,,no legal observable candidate can finish in its known window
D005275,N20270105-S008,wait,,,,no legal observable candidate can finish in its known window
D005276,N20270105-S009,wait,,,,no legal observable candidate can finish in its known window
D005277,N20270105-S010,wait,,,,no legal observable candidate can finish in its known window
D005278,N20270105-S011,wait,,,,no legal observable candidate can finish in its known window
D005279,N20270105-S012,wait,,,,no legal observable candidate can finish in its known window
D005280,N20270105-S013,wait,,,,no legal observable candidate can finish in its known window
D005281,N20270105-S014,wait,,,,no legal observable candidate can finish in its known window
D005282,N20270105-S015,wait,,,,no legal observable candidate can finish in its known window
D005283,N20270105-S016,wait,,,,no legal observable candidate can finish in its known window
D005284,N20270105-S017,wait,,,,no legal observable candidate can finish in its known window
D005285,N20270105-S018,wait,,,,no legal observable candidate can finish in its known window
D005286,N20270105-S019,wait,,,,no legal observable candidate can finish in its known window
D005287,N20270105-S020,wait,,,,no legal observable candidate can finish in its known window
D005288,N20270105-S021,wait,,,,no legal observable candidate can finish in its known window
D005289,N20270105-S022,wait,,,,no legal observable candidate can finish in its known window
D005290,N20270105-S023,wait,,,,no legal observable candidate can finish in its known window
D005291,N20270105-S024,wait,,,,no legal observable candidate can finish in its known window
D005292,N20270105-S025,wait,,,,no legal observable candidate can finish in its known window
D005293,N20270105-S026,wait,,,,no legal observable candidate can finish in its known window
D005294,N20270105-S027,wait,,,,no legal observable candidate can finish in its known window
D005295,N20270105-S028,wait,,,,no legal observable candidate can finish in its known window
D005296,N20270105-S029,wait,,,,no legal observable candidate can finish in its known window
D005297,N20270105-S030,wait,,,,no legal observable candidate can finish in its known window
D005298,N20270105-S031,wait,,,,no legal observable candidate can finish in its known window
D005299,N20270105-S032,wait,,,,no legal observable candidate can finish in its known window
D005300,N20270105-S033,wait,,,,no legal observable candidate can finish in its known window
D005301,N20270105-S034,wait,,,,no legal observable candidate can finish in its known window
D005302,N20270105-S035,wait,,,,no legal observable candidate can finish in its known window
D005303,N20270105-S036,wait,,,,no legal observable candidate can finish in its known window
D005304,N20270105-S037,wait,,,,no legal observable candidate can finish in its known window
D005305,N20270105-S038,wait,,,,no legal observable candidate can finish in its known window
D005306,N20270105-S039,wait,,,,no legal observable candidate can finish in its known window
D005307,N20270105-S040,wait,,,,no legal observable candidate can finish in its known window
D005308,N20270105-S041,wait,,,,no legal observable candidate can finish in its known window
D005309,N20270105-S042,wait,,,,no legal observable candidate can finish in its known window
D005310,N20270105-S043,wait,,,,no legal observable candidate can finish in its known window
D005311,N20270105-S044,wait,,,,no legal observable candidate can finish in its known window
D005312,N20270105-S045,wait,,,,no legal observable candidate can finish in its known window
D005313,N20270105-S046,wait,,,,no legal observable candidate can finish in its known window
D005314,N20270105-S047,wait,,,,no legal observable candidate can finish in its known window
D005315,N20270106-S001,wait,,,,no legal observable candidate can finish in its known window
D005316,N20270106-S002,wait,,,,no legal observable candidate can finish in its known window
D005317,N20270106-S003,wait,,,,no legal observable candidate can finish in its known window
D005318,N20270106-S004,wait,,,,no legal observable candidate can finish in its known window
D005319,N20270106-S005,wait,,,,no legal observable candidate can finish in its known window
D005320,N20270106-S006,wait,,,,no legal observable candidate can finish in its known window
D005321,N20270106-S007,wait,,,,no legal observable candidate can finish in its known window
D005322,N20270106-S008,wait,,,,no legal observable candidate can finish in its known window
D005323,N20270106-S009,wait,,,,no legal observable candidate can finish in its known window
D005324,N20270106-S010,wait,,,,no legal observable candidate can finish in its known window
D005325,N20270106-S011,wait,,,,no legal observable candidate can finish in its known window
D005326,N20270106-S012,wait,,,,no legal observable candidate can finish in its known window
D005327,N20270106-S013,wait,,,,no legal observable candidate can finish in its known window
D005328,N20270106-S014,wait,,,,no legal observable candidate can finish in its known window
D005329,N20270106-S015,wait,,,,no legal observable candidate can finish in its known window
D005330,N20270106-S016,wait,,,,no legal observable candidate can finish in its known window
D005331,N20270106-S017,wait,,,,no legal observable candidate can finish in its known window
D005332,N20270106-S018,wait,,,,no legal observable candidate can finish in its known window
D005333,N20270106-S019,wait,,,,no legal observable candidate can finish in its known window
D005334,N20270106-S020,wait,,,,no legal observable candidate can finish in its known window
D005335,N20270106-S021,wait,,,,no legal observable candidate can finish in its known window
D005336,N20270106-S022,wait,,,,no legal observable candidate can finish in its known window
D005337,N20270106-S023,wait,,,,no legal observable candidate can finish in its known window
D005338,N20270106-S024,wait,,,,no legal observable candidate can finish in its known window
D005339,N20270106-S025,wait,,,,no legal observable candidate can finish in its known window
